gene,SRR5292044,SRR5292039,SRR5292051,SRR5292041,SRR5292047,SRR5292053,SRR5292052,SRR5292042,SRR5292046,SRR5292049,SRR5292045,SRR5292050,SRR5292043,SRR5292040,SRR5292054,SRR5292048
1700016K05Rik,,,,,6.250820966652308,5.183796859742918,,,,7.030133166746746,,,,5.376327302481539,,
1700017B05Rik,49.655507167803464,25.342647803897375,35.141155925801776,30.978610275403867,29.855319721842836,31.419348905617383,27.27228245742516,44.521593741335245,17.090503579869605,21.34886027842946,25.7175903812567,31.054759879131314,42.5744630353445,31.78103155418523,18.554363348181035,37.79411350559994
1700018A04Rik,,,,,,,,,,5.169215563784372,,,,,,
1700025G04Rik,,,,,,,,,,,,,6.957515063135302,,,5.305869066660898
1700030K09Rik,,5.778123699288601,,,5.6388524804066265,,,5.356641456058087,,6.875056699833215,5.0118926136701045,,,,6.14123293918668,5.918084728198695
1700034J05Rik,12.49735146778531,7.90690611481598,10.857921846176197,9.374047005414418,17.92193424005207,12.069145360470154,12.12625707882053,11.942676033178687,,5.375984186335748,8.251904000285121,9.532497916513705,10.367158206658562,10.796012083208897,12.021136817131374,5.387497821532604
1700037H04Rik,17.982830165477335,20.780971199195847,20.37866119898094,23.052913880268072,19.408143420934437,16.85723253626323,14.957289859868125,30.164038363212345,17.499584782579248,17.161795671764114,16.098806577243366,17.582162823791943,12.993504952345399,22.675961122563265,20.77566036873792,16.52982286152049
1700066M21Rik,9.158364434407556,13.279547449242223,6.418475968182972,9.494742889604302,10.490888335640236,7.5184839950469815,11.56005052261101,8.869193230522406,10.545204336515289,8.73597430279559,13.010670724375927,10.379831064648256,13.684648832789303,10.535867213733983,10.845156041542435,10.570923755885943
1700094D03Rik,6.439474992942813,5.4740119256418325,,,5.245444167820118,5.0255129861629815,,5.181013867334871,,6.616595921643997,,,,7.153983910560113,5.226581224839728,7.591474203068669
1700099I09Rik,5.9147770305548795,,5.723141071629817,5.230154981561691,,5.9752162276426,6.039536599568201,,,,5.720645104492139,5.634765435094769,5.2987697500699324,6.156761910906279,,
1700109K24Rik,5.771677586267262,6.183606064150959,5.883602970834392,,5.551428410942958,5.421222670112823,5.756433321463442,,,5.117523408146529,,5.42293214806113,5.621303560943754,5.72318712844809,6.489671687509329,
1700123O20Rik,22.228113679343338,22.2001594762141,21.98328019102668,22.650594266301788,22.336849747967335,23.267729416250656,22.931365526485514,28.056507298533752,23.99943055896583,23.933468060321644,24.249460221696765,20.251262240415784,27.87613651123747,20.117869906059955,19.817453810850637,23.509081403051365
1810013L24Rik,145.91373335860789,121.69539475431519,174.10116063696313,178.42874879404695,191.72098433382533,194.49130966134692,173.54230947821756,182.7405060665062,101.49759173895966,141.9983515371567,121.50042699806313,165.65363046030484,149.60961198675713,180.4104669808523,129.7063240631059,117.79029327987195
1810026B05Rik,19.604623867403674,25.241277212681787,19.04147870560949,24.501264490546696,23.036242303676683,22.63459392193091,23.92222699985217,19.977638217265817,16.40870157535353,15.817799625180179,23.895083976285747,24.99632786996927,26.77030630252722,21.071734427467966,22.256525049109175,15.468649048188311
1810030O07Rik,57.43057697409738,67.76624022762158,55.89422822292672,55.07755515198428,60.14775979100401,60.543581644325684,60.63128539410265,63.26983883753856,58.22589118567278,66.37272783899134,66.01523200228097,54.35642145283148,57.272789559451525,59.48646015326348,66.90023967794852,55.507553312760166
1810037I17Rik,47.89061402158951,77.49781698431818,47.76415866322829,46.66907522008894,49.30717517750911,47.84130078953579,47.18387968412657,50.5807455522862,61.72580814218862,66.21765137207781,65.66085575686995,48.89112264736363,38.565828528769856,54.50035015499431,57.36172894261601,53.63009195071093
1810055G02Rik,11.304856098721826,7.2986825675224445,18.66706760746548,14.523738064182853,16.129740816046866,13.454129254294598,13.683325108396707,19.01168647928813,11.817901411611961,15.094109446250366,12.85879519062835,17.582162823791943,29.765263117784144,8.194563388459764,12.413130408994354,13.019786402037127
1810058I24Rik,20.129321829791607,24.480997778564866,14.281109029207116,20.679228157866998,19.976399872448283,15.11610992688393,15.28757701765701,19.27512786237295,19.772258130966165,25.38084841818127,22.37632863880996,16.734829675657394,19.997096274176965,18.513643210964656,19.338350531906993,25.83550091689499
1810062O18Rik,5.294679438641868,5.879494290504191,5.295242673750952,,5.332868237283787,6.924919469122219,6.7944786745142265,,,,,,,5.246254867744083,5.008807007138073,
2010310C07Rik,,,11.071871045115628,7.161289128599855,5.682564515138461,10.130167909115933,6.417007637041214,,,11.423966395963463,,7.583631675804237,,5.33296982423572,,
2010320M18Rik,,,,,,,,,,5.014139096870841,,,,,,
2210016F16Rik,,6.487717837797728,7.381247363410418,9.454510928207673,6.250820966652308,10.130167909115933,8.917753260299923,8.166682875629542,7.681635917547775,14.060266333493493,5.771270282407999,8.515698138752244,12.624894882775317,5.246254867744083,9.669175265953497,7.9996179774272
2210016L21Rik,13.022049430173244,18.601503488060672,11.8741805411385,14.644433948372738,14.07527518365065,11.673435676520311,11.748786041347516,15.630855396366222,16.590515443224486,16.12795255900724,16.250682110990944,14.150463573847013,11.42691215667255,13.310745821466393,16.550840545325805,14.040145837933453
2210408I21Rik,11.114056839671669,16.52340636814109,12.248591639282507,14.805361793959252,13.944139079455148,10.051025972325963,12.645279755345921,10.53765532339296,12.68151728399899,15.97287609209371,13.061295902291787,14.658863462727743,13.730725091485564,14.004465473399494,12.108246504212037,12.897343269729568
2310001H17Rik,,5.828808994896397,,,,,,,,,,,,,6.794555592291646,
2310011J03Rik,,8.21101788846275,,5.2703869429583206,5.332868237283787,5.144225891347935,5.1430428855697965,6.498220782758991,10.363390468644335,7.391978256211653,7.543151509463086,5.677132092501496,,6.200119389152097,9.146517143469524,7.591474203068669
2310015A10Rik,6.296375548655194,8.464444366501723,9.30679015386531,10.0579903491571,6.99392555709349,10.882016308620631,11.748786041347516,7.200731137651855,5.954404172773718,7.1852096336602775,6.429397595314175,12.159230675730816,7.740811460971727,9.061712953376142,10.104723701356807,8.24450424204232
2310022A10Rik,6.391775178180273,7.2986825675224445,5.4022172732206695,6.598041669047057,5.726276549870295,7.281058184677076,6.7472947948301,6.410406988397383,6.136218040644672,5.892905742714184,8.758155779443717,7.202331759143688,,,7.839871837259591,7.264959183581845
2310022B05Rik,76.51050287911312,97.67056463622049,82.85182728929522,131.75967357395803,115.35605965731077,101.65781780671419,94.4621271276214,121.31475691056143,115.22453876321663,84.15482937840959,115.07102940274896,108.96704285010334,84.13524837937128,102.93065335557398,95.6028815710267,117.87192203474365
2310033P09Rik,11.924953690634837,16.11792400327873,17.4903470132986,15.006521600942394,16.042316746583197,12.781422791579867,15.617864175445897,16.465086442801496,15.590539169934239,16.69656627102352,17.010059779728838,15.92986318492957,12.624894882775317,14.004465473399494,16.594395388866136,17.019595390750727
2310039H08Rik,,,,,,,,,5.045334833418953,6.047982209627715,5.113142969501824,,,,,
2310057M21Rik,16.313336648788457,14.09051217896694,11.125358344850486,11.82819665060875,11.583689203936094,13.137561507134725,14.815738220815744,12.776907079613961,14.090574759998876,11.889195796704056,10.479411828582945,12.286330647950997,15.481622921943455,12.270166343566737,13.850440245825279,14.12177459280516
2310061I04Rik,7.631970362006297,5.4740119256418325,5.616166472160101,6.517577746253801,5.726276549870295,8.389045299736631,7.2191335916713655,9.088727716426426,6.499845776386579,7.236901789298122,8.150653644453401,8.134398222091695,5.713456078336275,7.500843736526663,6.315452313348004,8.979163035887673
2410002F23Rik,15.788638686400525,11.708303285400586,12.14161703981279,10.862629577089669,8.829831015830532,11.713006644915296,12.456544236609416,14.357555378122905,10.317937001676595,7.702131190038715,9.618783804013331,13.006563823865367,12.394513589294014,9.8855050400467,13.414891810421969,10.53010937845009
